"","firstname","sex","race","call_back"
"4528","Latonya","female","black","No"
"4529","Laurie","female","white","No"
"4530","Tanisha","female","black","No"
"4531","Aisha","female","black","No"
"4532","Carrie","female","white","No"
"4533","Kristen","female","white","No"
"4534","Tamika","female","black","No"
"4535","Brendan","male","white","No"
"4536","Carrie","female","white","No"
"4537","Lakisha","female","black","No"
"4538","Latonya","female","black","No"
"4539","Latoya","female","black","No"
"4540","Meredith","female","white","No"
"4541","Brett","male","white","No"
"4542","Latonya","female","black","No"
"4543","Anne","female","white","No"
"4544","Emily","female","white","No"
"4545","Latoya","female","black","No"
"4546","Tamika","female","black","No"
"4547","Carrie","female","white","No"
"4548","Latonya","female","black","No"
"4549","Laurie","female","white","No"
"4550","Tremayne","male","black","No"
"4551","Aisha","female","black","No"
"4552","Carrie","female","white","No"
"4553","Carrie","female","white","No"
"4554","Emily","female","white","No"
"4555","Jill","female","white","No"
"4556","Kenya","female","black","No"
"4557","Latonya","female","black","No"
"4558","Tanisha","female","black","No"
"4559","Allison","female","white","Yes"
"4560","Carrie","female","white","No"
"4561","Ebony","female","black","No"
"4562","Leroy","male","black","Yes"
"4563","Anne","female","white","No"
"4564","Anne","female","white","No"
"4565","Brad","male","white","No"
"4566","Brett","male","white","No"
"4567","Brett","male","white","No"
"4568","Carrie","female","white","No"
"4569","Darnell","male","black","No"
"4570","Ebony","female","black","No"
"4571","Emily","female","white","No"
"4572","Hakim","male","black","No"
"4573","Jamal","male","black","No"
"4574","Jamal","male","black","No"
"4575","Jay","male","white","No"
"4576","Jay","male","white","No"
"4577","Jermaine","male","black","No"
"4578","Kristen","female","white","No"
"4579","Kristen","female","white","No"
"4580","Lakisha","female","black","No"
"4581","Latoya","female","black","No"
"4582","Meredith","female","white","No"
"4583","Meredith","female","white","No"
"4584","Neil","male","white","No"
"4585","Rasheed","male","black","No"
"4586","Rasheed","male","black","No"
"4587","Sarah","female","white","No"
"4588","Sarah","female","white","No"
"4589","Tamika","female","black","No"
"4590","Tamika","female","black","No"
"4591","Tanisha","female","black","No"
"4592","Tremayne","male","black","No"
"4593","Tremayne","male","black","No"
"4594","Tyrone","male","black","No"
"4595","Allison","female","white","No"
"4596","Jill","female","white","No"
"4597","Tamika","female","black","No"
"4598","Tremayne","male","black","No"
"4599","Aisha","female","black","No"
"4600","Brendan","male","white","No"
"4601","Jermaine","male","black","No"
"4602","Jill","female","white","No"
"4603","Jill","female","white","No"
"4604","Kenya","female","black","Yes"
"4605","Sarah","female","white","No"
"4606","Tamika","female","black","No"
"4607","Kristen","female","white","No"
"4608","Latoya","female","black","No"
"4609","Leroy","male","black","No"
"4610","Meredith","female","white","No"
"4611","Jill","female","white","No"
"4612","Kristen","female","white","Yes"
"4613","Latoya","female","black","No"
"4614","Tamika","female","black","No"
"4615","Anne","female","white","No"
"4616","Latonya","female","black","No"
"4617","Neil","male","white","No"
"4618","Rasheed","male","black","No"
"4619","Allison","female","white","No"
"4620","Emily","female","white","No"
"4621","Lakisha","female","black","No"
"4622","Tanisha","female","black","No"
"4623","Greg","male","white","No"
"4624","Kenya","female","black","No"
"4625","Kristen","female","white","No"
"4626","Tamika","female","black","No"
"4627","Brett","male","white","No"
"4628","Darnell","male","black","No"
"4629","Ebony","female","black","No"
"4630","Meredith","female","white","No"
"4631","Ebony","female","black","No"
"4632","Kristen","female","white","No"
"4633","Latoya","female","black","No"
"4634","Sarah","female","white","No"
"4635","Brad","male","white","No"
"4636","Latonya","female","black","No"
"4637","Rasheed","male","black","No"
"4638","Sarah","female","white","No"
"4639","Aisha","female","black","No"
"4640","Latoya","female","black","No"
"4641","Laurie","female","white","No"
"4642","Meredith","female","white","No"
"4643","Brendan","male","white","No"
"4644","Emily","female","white","No"
"4645","Kenya","female","black","No"
"4646","Kenya","female","black","No"
"4647","Kristen","female","white","No"
"4648","Latonya","female","black","No"
"4649","Rasheed","male","black","No"
"4650","Sarah","female","white","No"
"4651","Allison","female","white","No"
"4652","Keisha","female","black","No"
"4653","Kristen","female","white","No"
"4654","Tamika","female","black","No"
"4655","Allison","female","white","No"
"4656","Keisha","female","black","No"
"4657","Kristen","female","white","No"
"4658","Tamika","female","black","No"
"4659","Jamal","male","black","No"
"4660","Kareem","male","black","No"
"4661","Kristen","female","white","No"
"4662","Laurie","female","white","No"
"4663","Emily","female","white","No"
"4664","Kristen","female","white","No"
"4665","Kristen","female","white","No"
"4666","Rasheed","male","black","No"
"4667","Tamika","female","black","No"
"4668","Tamika","female","black","No"
"4669","Aisha","female","black","No"
"4670","Emily","female","white","No"
"4671","Kenya","female","black","No"
"4672","Sarah","female","white","No"
"4673","Aisha","female","black","No"
"4674","Anne","female","white","No"
"4675","Emily","female","white","No"
"4676","Tamika","female","black","No"
"4677","Jill","female","white","No"
"4678","Lakisha","female","black","Yes"
"4679","Latoya","female","black","Yes"
"4680","Laurie","female","white","No"
"4681","Carrie","female","white","No"
"4682","Kristen","female","white","No"
"4683","Latonya","female","black","No"
"4684","Tamika","female","black","No"
"4685","Aisha","female","black","No"
"4686","Geoffrey","male","white","No"
"4687","Jill","female","white","No"
"4688","Kristen","female","white","No"
"4689","Tanisha","female","black","No"
"4690","Tremayne","male","black","No"
"4691","Aisha","female","black","No"
"4692","Allison","female","white","No"
"4693","Latoya","female","black","No"
"4694","Sarah","female","white","No"
"4695","Carrie","female","white","No"
"4696","Ebony","female","black","No"
"4697","Emily","female","white","No"
"4698","Tamika","female","black","No"
"4699","Aisha","female","black","No"
"4700","Carrie","female","white","Yes"
"4701","Lakisha","female","black","No"
"4702","Sarah","female","white","Yes"
"4703","Jamal","male","black","No"
"4704","Neil","male","white","Yes"
"4705","Todd","male","white","No"
"4706","Tyrone","male","black","Yes"
"4707","Jay","male","white","No"
"4708","Neil","male","white","No"
"4709","Tremayne","male","black","No"
"4710","Tyrone","male","black","No"
"4711","Hakim","male","black","No"
"4712","Jay","male","white","No"
"4713","Kenya","female","black","No"
"4714","Laurie","female","white","No"
"4715","Allison","female","white","No"
"4716","Kristen","female","white","No"
"4717","Latonya","female","black","No"
"4718","Tamika","female","black","No"
"4719","Aisha","female","black","No"
"4720","Allison","female","white","No"
"4721","Carrie","female","white","No"
"4722","Jill","female","white","No"
"4723","Lakisha","female","black","No"
"4724","Tamika","female","black","No"
"4725","Aisha","female","black","No"
"4726","Allison","female","white","Yes"
"4727","Emily","female","white","No"
"4728","Emily","female","white","No"
"4729","Kenya","female","black","Yes"
"4730","Leroy","male","black","No"
"4731","Aisha","female","black","No"
"4732","Anne","female","white","No"
"4733","Carrie","female","white","No"
"4734","Lakisha","female","black","No"
"4735","Jill","female","white","No"
"4736","Kenya","female","black","Yes"
"4737","Kristen","female","white","Yes"
"4738","Latonya","female","black","Yes"
"4739","Latonya","female","black","No"
"4740","Sarah","female","white","Yes"
"4741","Ebony","female","black","No"
"4742","Jill","female","white","No"
"4743","Kristen","female","white","No"
"4744","Latoya","female","black","No"
"4745","Anne","female","white","No"
"4746","Emily","female","white","No"
"4747","Lakisha","female","black","No"
"4748","Sarah","female","white","No"
"4749","Tamika","female","black","No"
"4750","Tamika","female","black","No"
"4751","Carrie","female","white","No"
"4752","Kenya","female","black","No"
"4753","Meredith","female","white","No"
"4754","Tanisha","female","black","No"
"4755","Allison","female","white","No"
"4756","Allison","female","white","No"
"4757","Emily","female","white","No"
"4758","Kenya","female","black","Yes"
"4759","Lakisha","female","black","No"
"4760","Latonya","female","black","No"
"4761","Aisha","female","black","No"
"4762","Carrie","female","white","No"
"4763","Kristen","female","white","No"
"4764","Tamika","female","black","No"
"4765","Jill","female","white","No"
"4766","Tamika","female","black","No"
"4767","Anne","female","white","No"
"4768","Jay","male","white","No"
"4769","Latonya","female","black","No"
"4770","Latoya","female","black","No"
"4771","Meredith","female","white","No"
"4772","Tanisha","female","black","No"
"4773","Laurie","female","white","No"
"4774","Tyrone","male","black","No"
"4775","Aisha","female","black","No"
"4776","Allison","female","white","No"
"4777","Sarah","female","white","No"
"4778","Tamika","female","black","No"
"4779","Brad","male","white","No"
"4780","Carrie","female","white","No"
"4781","Latonya","female","black","No"
"4782","Latonya","female","black","No"
"4783","Brendan","male","white","Yes"
"4784","Ebony","female","black","Yes"
"4785","Emily","female","white","No"
"4786","Jill","female","white","No"
"4787","Kenya","female","black","No"
"4788","Latoya","female","black","No"
"4789","Laurie","female","white","Yes"
"4790","Tamika","female","black","No"
"4791","Geoffrey","male","white","No"
"4792","Greg","male","white","No"
"4793","Kareem","male","black","No"
"4794","Tremayne","male","black","No"
"4795","Brad","male","white","No"
"4796","Darnell","male","black","No"
"4797","Ebony","female","black","No"
"4798","Emily","female","white","No"
"4799","Geoffrey","male","white","No"
"4800","Greg","male","white","No"
"4801","Hakim","male","black","No"
"4802","Jamal","male","black","No"
"4803","Jay","male","white","No"
"4804","Jill","female","white","No"
"4805","Kareem","male","black","No"
"4806","Kareem","male","black","No"
"4807","Kenya","female","black","No"
"4808","Kenya","female","black","No"
"4809","Lakisha","female","black","No"
"4810","Laurie","female","white","No"
"4811","Laurie","female","white","No"
"4812","Laurie","female","white","No"
"4813","Leroy","male","black","No"
"4814","Meredith","female","white","No"
"4815","Meredith","female","white","No"
"4816","Rasheed","male","black","No"
"4817","Sarah","female","white","No"
"4818","Sarah","female","white","No"
"4819","Tanisha","female","black","No"
"4820","Todd","male","white","No"
"4821","Tremayne","male","black","No"
"4822","Tyrone","male","black","No"
"4823","Allison","female","white","No"
"4824","Latonya","female","black","No"
"4825","Meredith","female","white","No"
"4826","Tamika","female","black","No"
"4827","Brad","male","white","Yes"
"4828","Kareem","male","black","No"
"4829","Keisha","female","black","No"
"4830","Matthew","male","white","Yes"
"4831","Anne","female","white","No"
"4832","Emily","female","white","No"
"4833","Lakisha","female","black","No"
"4834","Tamika","female","black","No"
"4835","Brad","male","white","No"
"4836","Darnell","male","black","No"
"4837","Todd","male","white","No"
"4838","Tremayne","male","black","No"
"4839","Brendan","male","white","No"
"4840","Brett","male","white","No"
"4841","Jamal","male","black","No"
"4842","Kareem","male","black","No"
"4843","Kenya","female","black","No"
"4844","Kristen","female","white","Yes"
"4845","Latoya","female","black","No"
"4846","Laurie","female","white","No"
"4847","Carrie","female","white","Yes"
"4848","Kristen","female","white","Yes"
"4849","Latonya","female","black","Yes"
"4850","Tyrone","male","black","No"
"4851","Ebony","female","black","No"
"4852","Jill","female","white","No"
"4853","Meredith","female","white","No"
"4854","Tanisha","female","black","No"
"4855","Geoffrey","male","white","No"
"4856","Greg","male","white","No"
"4857","Jamal","male","black","No"
"4858","Tamika","female","black","No"
"4859","Jamal","male","black","No"
"4860","Latonya","female","black","Yes"
